fein,employer_name,lca_count,certified_count,worksite_cities,worksite_counties
30-0431740,"Fresenius Kabi USA, LLC",9,9,"Lake Zurich,Melrose Park,Schaumburg","LAKE,COOK"
13-4117630,"OMD USA LLC",9,9,Chicago,COOK
13-1251070,"Thornton Tomasetti, Inc.",9,9,Chicago,COOK
11-2167170,"Stantec Consulting Services Inc.",9,9,Chicago,COOK
04-3512883,"VIRTUSA CORPORATION",9,9,"BOLINGBROOK,NAPERVILLE,CHICAGO,NORTHBROOK,AURORA","WILL,DUPAGE,COOK"
99-1856619,"Grant Thornton Advisors LLC",8,8,Chicago,COOK
99-1469773,"RITE CODE TECHNOLOGIES INC.",8,8,"OAK BROOK,OAKBROOK",DUPAGE
99-0954192,"INNOMINDS SYSTEMS INC",8,7,Lisle,DUPAGE
95-2661922,"AECOM Technical Services, Inc.",8,8,Chicago,COOK
94-3061570,"Flextronics International USA, Inc.",8,8,"Buffalo Grove,Libertyville","LAKE,COOK"
92-0385732,"PwC US Consulting LLP",8,8,Chicago,COOK
87-4687444,"DYVICC INC",8,8,"Hoffman Estates",COOK
87-4248285,"Fitch Group Services, Inc.",8,8,Chicago,COOK
86-1120938,"SG Americas Operational Services, LLC",8,8,"Chicago,CHICAGO",COOK
84-2129783,"Epsilon Data Management LLC",8,8,"Chicago,West Chicago","COOK,DUPAGE"
82-2979008,"Fetch Rewards, LLC",8,8,"Chicago,Naperville","COOK,WILL"
81-0658690,"Focus Core Inc",8,8,"Hoffman Estates,HOFFMAN ESTATES",COOK
59-3264661,"KFORCE INC.",8,8,"BOLINGBROOK,DEERFIELD,CHICAGO","WILL,LAKE,COOK"
56-2523161,"Horizon Therapeutics USA, Inc.",8,8,Deerfield,LAKE
52-2126008,"Popular Bank",8,8,Rosemont,COOK
47-4345381,"Supernova Lending, LLC",8,8,Chicago,COOK
47-3565084,"iManage LLC",8,8,Chicago,COOK
46-0997077,"ZIFO TECHNOLOGIES, INC.",8,8,"CHICAGO,NORTH CHICAGO,North Chicago","COOK,LAKE"
45-4240869,"Biztegy Analytics, Inc",8,8,"Arlington Heights,ARLINGTON HEIGHTS",COOK
36-4402926,"Kalven Technologies Inc.",8,8,"Schaumburg,Chicago,SCHAUMBURG,Elk Grove Village,Lake Forest","COOK,LAKE"
36-4364378,"Interlake Mecalux Inc.",8,8,"Melrose Park",COOK
36-4201657,"Peterson Technology Partners, Inc.",8,8,"Chicago,Rosemont,Park Ridge",COOK
36-3317058,"ACCESS Community Health Network",8,8,"Evanston,Chicago,Des Plaines,Cicero",COOK
36-2552989,"Pactiv LLC",8,8,"Lake Forest,LAKE FOREST","LAKE,COOK"
33-3770772,"SFS IT SERVE LLC",8,8,Chicago,COOK
27-0903295,"Groupon, Inc.",8,8,"Chicago,Chicago, IL 60601",COOK
26-4649607,"Epcot Technologies Inc",8,8,"Arlington Heights,Chicago,Deerfield","COOK,LAKE"
26-2080179,"ThoughtLine Technologies Inc.",8,8,"Schaumburg,Des Plaines,DES PLAINES",COOK
23-3063219,"Exelon Business Services Company LLC",8,8,"Oakbrook Terrace,Chicago","DUPAGE,COOK"
23-2175755,"Comcast Cable Communications, LLC",8,8,"Wheeling,Palatine,Aurora,Schaumburg,Gurnee,Chicago","COOK,DUPAGE,LAKE"
20-8775560,"Insight Global, LLC",8,8,"Lisle,Chicago,Buffalo Grove","DUPAGE,COOK"
20-5852270,"Global Applications, LLC",8,8,"Schaumburg,Roselle","COOK,DUPAGE"
20-5446972,"Cboe Global Markets Inc.",8,8,Chicago,COOK
20-1665019,"Meta Platforms, Inc",8,8,"Chicago,Morton Grove",COOK
13-3937419,"GOLDMAN SACHS SERVICES LLC",8,8,"CHICAGO,Chicago",COOK
11-3360065,"ROTH & COMPANY LLP",8,8,"CHICAGO,Chicago",COOK
98-1289949,"Adyen N.V.",7,6,Chicago,COOK
94-1737782,"Charles Schwab & Company, Inc.",7,7,Chicago,COOK
92-0366888,"SAFE CODE SOFT TECHNOLOGIES INC",7,7,"LISLE,ITASCA,OAK BROOK",DUPAGE
88-1039244,"VISTALTECH INC",7,7,"Chicago,Buffalo Grove","COOK,LAKE"
88-0603418,"BLUEBRIS SYSTEMS, INC.",7,7,"NILES,CHICAGO",COOK
86-2184902,"Logik.io, Inc.",7,7,"Deerfield,Wheeling","LAKE,COOK"
86-1432226,"Collabera LLC",7,7,Chicago,COOK
86-1248202,"Lactalis Heritage Dairy, inc.",7,7,"CHICAGO,Chicago",COOK
83-4447532,"GLENYSYS TECHNOLOGIES INC",7,7,"Libertyville,Lisle,Aurora","LAKE,DUPAGE"
83-0675925,"Intellectt Inc",7,7,"DES PLAINES,ROUND LAKE,ABBOTT PARK,LIBERTYVILLE,Round Lake,Lake Bluff","COOK,LAKE"
82-4305406,"American Bear Logistics Corp.",7,7,Itasca,DUPAGE
82-3270359,"International Business Technologies, Inc.",7,7,"AURORA,Lisle,Chicago","DUPAGE,COOK"
82-3268160,"RXO Managed Transport, LLC.",7,7,Naperville,"COOK,DUPAGE"
81-1759113,"BLACKBUCK INSIGHTS LLC",7,7,"Chicago,Schaumburg",COOK
38-3637158,"AlixPartners, LLP",7,7,Chicago,COOK
38-3440867,"Roland Berger LP",7,7,Chicago,COOK
36-4832212,"Ulta Beauty Credit Services Corporation",7,6,Bolingbrook,WILL
36-4373916,"Vuegen Technologies Inc",7,7,"Hoffman Estates",COOK
36-4345053,"Edwards Lifesciences LLC",7,7,"Naperville,NAPERVILLE",DUPAGE
36-4330915,"Gelber Group, LLC",7,7,Chicago,COOK
36-4317381,"Morningstar Investment Management, LLC",7,6,Chicago,COOK
36-4062778,"Yash Technologies, Inc",7,7,"Naperville,Vernon Hills,Chicago","WILL,LAKE,COOK"
36-2511664,"Ebco, Inc.",7,7,Elgin,KANE
36-2167725,"The School of the Art Institute of Chicago",7,7,Chicago,COOK
30-0701414,"Vertex Consulting Services, Inc.",7,7,Schaumburg,COOK
27-0465600,"Stripe, Inc.",7,7,"Chicago,Hoffman Estates,CHICAGO",COOK
26-4399608,"Geval6 Inc",7,6,"Hoffman Estates,Schaumburg,Schaimburg,HOFFMAN ESTATES",COOK
26-3160397,"The Most Group, Inc.",7,7,Aurora,DUPAGE
26-2377550,"Rehab Maxx, LLC",7,7,"Arlington Heights",COOK
26-1595904,"UOP LLC",7,7,"Rosemont,DES PLAINES,Des Plaines",COOK
26-1355948,"EGURU SOLUTION, LLC",7,7,"Inverness,NAPERVILLE","COOK,DUPAGE"
26-0320547,"Coforge Limited",7,6,"NAPERVILLE,Naperville,Evanston","DUPAGE,COOK"
26-0116361,"Morgan Stanley Services Group Inc.",7,7,Chicago,COOK
25-1613591,"Gannett Fleming, Inc.",7,7,Chicago,COOK
22-3408857,"Nokia of America Corporation",7,6,Naperville,DUPAGE
22-3239723,"ITC INFOTECH (USA), INC.",7,6,Chicago,COOK
20-8058042,"Arclight Wireless, LLC",7,7,Chicago,COOK
20-5795665,"Adrian Smith & Gordon Gill Architecture LLP",7,6,Chicago,COOK
20-4070470,"HR Pundits Inc.",7,7,"Schaumburg,Naperville,Chicago","COOK,DUPAGE"
20-3361916,"CitiusTech Inc.",7,7,"Lake Forest,Chicago,Hoffman Estates,Arlington Heights,Rosemont","LAKE,COOK"
13-4144544,"Next Generation Technology, Inc",7,7,Schaumburg,COOK
13-3366161,"Milwaukee Electric Tool Corporation",7,7,Chicago,COOK
13-2730828,"Deutsche Bank Securities, Inc.",7,6,Chicago,COOK
11-1531569,"WSP USA Inc.",7,7,"CHICAGO,Chicago",COOK
06-1236737,"Synchrony Bank",7,7,Chicago,COOK
04-3254813,"The Brattle Group",7,7,Chicago,COOK
04-3219960,"ANSYS, lnc.",7,7,"Evanston,Chicago,Aurora","COOK,KANE"
02-0629848,"Egencia LLC",7,7,Chicago,COOK
99-2278401,"CRESCENT IT SOLUTIONS INC",6,4,"DES PLAINES,CHICAGO",COOK
95-4081636,"Jacobs Engineering Group, Inc.",6,6,"Chicago,CHICAGO",COOK
94-3342927,"Resource Innovations Inc.",6,6,"Hinsdale,Chicago","DUPAGE,COOK"
94-3092543,"Cornerstone Research, Inc.",6,5,"CHICAGO,Chicago",COOK
94-1598707,"T.Y. Lin International",6,6,Chicago,COOK
92-2203894,"REHAB MAXX THERAPY SERVICES, LLC",6,6,"Arlington Heights",COOK
92-2144211,"United Info Services Inc",6,6,Schaumburg,COOK
88-0891827,"CVTech Innovations LLC",6,6,"Desplaines,Lisle","COOK,DUPAGE"
87-1450120,"FedEx Dataworks, Inc.",6,6,"Bensonville,Chicago,Mundelein,Wheeling,Aurora","DUPAGE,COOK,LAKE"
86-1827567,"PSQUARE TECHNOLOGIES LLC",6,6,"Aurora,SACHSE",DUPAGE
85-0745997,"MG Cloud Technologies LLC",6,6,"Riverwoods,Bolingbrook,Chicago","LAKE,WILL,COOK"
84-3419336,"ProcDNA, Inc.",6,6,Chicago,COOK
84-2129242,"KRDL USA, INC",6,5,"Lincolnshire,Waukegan,Mundelein",LAKE
84-1246887,"Slalom, Inc.",6,6,Chicago,COOK
83-4643722,"Virtualan Software, LLC",6,6,"Lisle,Naperville","COOK,DUPAGE"
83-4359428,"Inclass Academy LLC",6,6,Schaumburg,COOK
83-3319660,"Transform SR Holding Management LLC",6,5,"Hoffman Estates",COOK
83-2213010,"Aquatic Group LLC",6,6,Chicago,COOK
82-4357191,"Tek Labs, Inc.",6,6,"St. Charles,Waukegan,Saint Charles,Lisle,Burr Ridge","KANE,LAKE,DUPAGE"
82-0944058,"IM Global LLC",6,6,"Elk Grove Village",COOK
81-2233356,"Zion Cloud Solutions LLC",6,6,Glenview,COOK
81-0803156,"Mastek Inc.",6,6,"Aurora,Chicago","DUPAGE,COOK"
62-1147325,"US Cellular Corporation",6,6,Chicago,COOK
59-3583134,"SYSTEM SOFT TECHNOLOGIES, LLC",6,5,"Naperville,Schaumburg,Abbott Park,Evanston","WILL,COOK,LAKE"
47-3803838,"Ensono, Inc.",6,6,"Downers Grove,Lombard",DUPAGE
47-1740041,"Radixlink, Inc.",6,6,"Naperville,Aurora,Lisle",DUPAGE
47-1051754,"OPUS TECHNOLOGIES, INC.",6,6,RIVERWOODS,LAKE
46-5079480,"NITOR INFOTECH INC",6,5,"SCHAUMBURG,CHICAGO",COOK
46-2852392,"DoorDash, Inc.",6,6,Chicago,COOK
45-5349819,"Grocery Delivery E-Services USA Inc.",6,6,"Aurora,Lake Zurich,Burr Ridge","KANE,LAKE,DUPAGE"
43-2054614,"FIS Management Services, LLC",6,6,"Bolingbrook,Naperville,Buffalo Grove,Romeoville,Aurora","WILL,LAKE,DUPAGE"
38-3374137,"Innovative Consulting Solutions LLC",6,6,Schaumburg,COOK
38-3056583,"HTC GLOBAL SERVICES INC.",6,6,"Chicago,Aurora,Oak Brook","COOK,DUPAGE"
38-2563079,"Epitec, Inc.",6,6,"Riverwoods,Oakbrook Terrace","LAKE,DUPAGE"
36-4883631,"ROBOTICS TECHNOLOGIES LLC",6,5,"GLENDALE HEIGHTS,BARTLETT,CHICAGO,SCHAUMBURG","DUPAGE,COOK"
36-4450252,"Reflection Window Company, LLC",6,6,Chicago,COOK
36-4413124,"Alrek Business Solutions Inc",6,6,"Lake Forest,Chicago,Naperville,Schaumburg,SCHAUMBURG,Lincolnshire","LAKE,COOK,WILL"
36-4246252,"Studio Gang Architects Ltd.",6,6,"Chicago,CHICAGO",COOK
36-4216835,"Medefil, Inc.",6,5,"Glendale Heights",DUPAGE
36-4168071,"ABN AMRO Clearing USA LLC",6,6,Chicago,COOK
36-4160760,"Jones Lang LaSalle Americas, Inc.",6,6,"Westmont,Chicago","DUPAGE,COOK"
36-4105119,"CDH, P.C.",6,5,"Itasca,Chicago","DUPAGE,COOK"
36-3279680,"Lurie Children's Medical Group, Inc.",6,6,Chicago,COOK
36-2903176,"ROBERT BOSCH LLC",6,6,"Mt. Prospect,Mount Prospect,Oakbrook Terrace","COOK,DUPAGE"
36-2836998,"Pilsen-Little Village Community Mental Health Center, Inc.",6,6,Chicago,COOK
36-2703832,"Waukegan Community Unit School District 60",6,6,Waukegan,LAKE
36-2690384,"Perkins & Will, Inc.",6,6,Chicago,COOK
36-2167011,"The Field Museum of Natural History",6,6,Chicago,COOK
36-2114545,"Continental Casualty Company",6,6,Chicago,COOK
36-1258310,"Illinois Tool Works Inc.",6,6,"Glenview,Lake Forest,Elgin","COOK,LAKE,KANE"
36-0848180,"Brunswick Corporation",6,6,"Mettawa,Chicago","LAKE,COOK"
36-0727175,"American Medical Association",6,5,"Chicago,CHICAGO",COOK
35-2196697,"SIRITEK INC",6,6,"SCHAUMBURG,Schaumburg",COOK
33-1091601,"eTek IT Services Inc",6,6,"Rolling Meadows,Schaumburg,SCHAUMBURG,Elgin,Westchester","COOK,KANE"
32-0155799,"Findica, Inc.",6,6,Naperville,DUPAGE
27-4360786,"Headlands Tech Organization, LLC",6,6,Chicago,COOK
26-2701048,"NextRow Inc.",6,6,"Mettawa,Chicago","LAKE,COOK"
26-2599733,"LanzaTech Inc.",6,6,Skokie,COOK
25-1228638,"Michael Baker International, Inc.",6,6,Chicago,COOK
22-3653321,"TCG Digital Solutions LLC",6,6,"CHICAGO,Chicago,Arlington Heights",COOK
20-5276211,"Early Warning Services, LLC",6,6,"Chicago,Mundelein","COOK,LAKE"
20-5237654,"ARCO/Murray National Construction Company, LLC",6,6,"Chicago,Downers Grove","COOK,DUPAGE"
20-3952701,"Prime Healthcare Management, Inc.",6,6,"Chicago,Des Plaines",COOK
13-5266470,"Citibank, N.A.",6,6,Schaumburg,COOK
13-5108880,"GOLDMAN SACHS WEALTH SERVICES, L.P.",6,6,"Chicago,Deerfield","COOK,LAKE"
13-1938568,"The Hertz Corporation",6,6,"Des Plaines,Bannockburn","COOK,LAKE"
04-3686496,"Divihn Integration Inc",6,5,"CHICAGO,NILES,NICE",COOK
04-3313799,"LEK Consulting LLC",6,6,Chicago,COOK
04-2727260,"Analysis Group, Inc.",6,6,Chicago,COOK
95-4607698,"Intelsat US LLC",5,5,Chicago,COOK
95-2743174,"CBRE, INC.",5,5,"Oakbrook,Chicago,Oakbrook Terrace","DUPAGE,COOK"
95-2018373,"Latham & Watkins, LLP",5,5,Chicago,COOK
93-3156888,"NorthStar Technology Services LLC",5,5,Lisle,DUPAGE
92-0678860,"Harbor Employees LLC",5,5,Chicago,COOK
90-0399879,"Cosmic Consulting Group, Inc",5,5,Inverness,COOK
88-2814385,"Atkore Management LLC",5,5,"Harvey,Mokena","COOK,WILL"
88-1356079,"Dataflake LLC",5,4,"Deerfield,Chicago,Oakbrook,Mount Prospect","LAKE,COOK,DUPAGE"
88-1275008,"KIA INFOTECH LLC",5,5,Oakbrook,DUPAGE
88-0981688,"White Oak IT Solutions LLC",5,5,"Chicago Heights,Mettawa,North Chicago","COOK,LAKE"
88-0624128,"CINFRACS INC",5,5,"Hoffman Estates",COOK
87-2948286,"Cognida Inc.",5,5,Lincolnshire,LAKE
87-2579062,"Ocuinfotech LLC",5,5,Lincolnwood,COOK
85-1465569,"ORIGIN HUBS INC",5,5,"Chicago,Deerfield","COOK,LAKE"
83-2935019,"Sibel Health Inc.",5,5,Chicago,COOK
82-4026990,"Site IQ LLC",5,3,"Lombard,Schaumburg","DUPAGE,COOK"
82-2344731,"Open Avenues Foundation",5,5,"Chicago,Des Plaines,Oaklawn",COOK
82-1236867,"Syntiant, Corp.",5,4,Itasca,DUPAGE
81-4423705,"APPTRICS, LLC",5,5,"Riverwoods,Chicago","COOK,LAKE"
81-3500525,"ITvorks Inc",5,5,"Naperville,Chicago,Schaumburg,Aurora","DUPAGE,COOK,KANE"
81-3315123,"SPUTNIK SOLUTIONS INC",5,3,"Oak Brook",DUPAGE
80-0864026,"fairlife, LLC",5,5,"Chciago,Chicago",COOK
76-0356534,"Pulse Network LLC",5,5,Riverwoods,LAKE
74-2853258,"Perficient, Inc.",5,5,"Westmont,Naperville,Chicago","DUPAGE,COOK"
74-2099724,"United Airlines, Inc.",5,5,Chicago,COOK
73-1686853,"GLOBAL INFOTECH INC",5,5,SCHAUMBURG,COOK
61-1591182,"Neuberger Berman Group LLC",5,5,Chicago,COOK
59-2921318,"StoneX Group Inc.",5,5,Chicago,COOK
58-2400405,"INNOVA SOLUTIONS, INC.",5,5,"CHICAGO,ARLINGTON HEIGHTS,SCHAUMBURG",COOK
54-0856778,"CGI Technologies and Solutions Inc.",5,5,"Downers Grove,Buffalo Grove,Lombard,Chicago","DUPAGE,LAKE,COOK"
52-2268525,"Sasken Technologies Limited",5,5,"Deer Park",LAKE
52-2205299,"Merkle Inc.",5,5,"Chicago,Mundelein","COOK,LAKE"
47-0680568,"HDR Engineering, Inc.",5,5,Rosemont,COOK
46-2605165,"Oak Street Health MSO LLC",5,5,"Chicago,Naperville,Aurora","COOK,WILL"
46-0492353,"Quinnox, Inc.",5,5,"Naperville,Chicago,Rosemont","WILL,COOK"
45-1928103,"Lakeshore Engineering, LLC",5,4,Chicago,COOK
43-2077033,"Synechron, Inc.",5,5,Chicago,"COOK,DUPAGE"
42-0714325,"RSM US LLP",5,5,Chicago,COOK
39-1929719,"Experis US, LLC",5,5,Chicago,COOK
38-2182248,"Vizient, Inc.",5,5,Chicago,COOK
38-0549190,"FORD MOTOR COMPANY",5,5,"Chicago,Aurora","COOK,WILL"
36-4915818,"Life Fitness, LLC",5,5,"Franklin Park,Rosemont",COOK
36-4518443,"F.H. Paschen, S.N. Nielsen & Associates LLC",5,4,"Chicago,Skokie",COOK
36-4466253,Cars.com,5,5,Chicago,COOK
36-4398436,"Geneva Trading USA, LLC",5,5,Chicago,COOK
36-4283145,"Marathon Capital, LLC",5,5,Chicago,COOK
36-4183029,"SupraSoft, Inc.",5,5,"Hampshire,Schaumburg,Wheeling","KANE,COOK"
36-3716926,"Mitsubishi Electric Automation, Inc.",5,5,"Hoffman Estates,Vernon Hills","COOK,LAKE"
36-3548742,"Harting Inc. of North America",5,3,Elgin,KANE
36-3340412,"Midtronics, Inc.",5,5,Willowbrook,DUPAGE
36-3310735,"CDW LLC",5,5,"Elgin,Naperville,Lake Zurich,Mundelein","KANE,DUPAGE,LAKE"
36-2264021,"RTC Industries, Inc.",5,1,"Rolling Meadows",COOK
36-2235791,"ALIGHT SOLUTIONS LLC",5,5,Deerfield,LAKE
36-2214610,"William Blair & Company, LLC",5,5,Chicago,COOK
36-2167808,NORC,5,5,"Chicago,Aurora","COOK,DUPAGE"
36-2167773,"Lewis University",5,5,Romeoville,WILL
36-1729848,"Sargent & Lundy LLC",5,5,Chicago,COOK
35-2618250,"Deinde Financial, LLC",5,5,Chicago,COOK
33-3734827,"ROBOTICS AUTOMATION CONSULTING LLC",5,5,Waukegan,LAKE
33-3327924,"Newton Consulting Inc.",5,5,Warrenville,DUPAGE
33-2330611,"AUROSHREE GLOBAL, LLC",5,4,Schaumburg,COOK
33-1514687,"ABC Supply NSC, LLC",5,5,Chicago,COOK
33-0855472,"The Fountain Group, LLC",5,5,"North Chicago,NORTH CHICAGO","LAKE,COOK"
31-1688884,"ERP Analysts, Inc.",5,5,"Naperville,Bloomingdale,Arlington Heights,Buffalo Grove","WILL,DUPAGE,COOK,LAKE"
31-1622808,"MSI Express, Inc.",5,5,"Batavia,West Chicago","KANE,DUPAGE"
31-0676865,"Fifth Third Bank, National Association",5,5,"Chicago,CHICAGO,Chicaco",COOK
27-3756754,"Ahold Delhaize USA Services, LLC",5,5,Chicago,COOK
27-3176557,"Kashiv BioSciences LLC",5,5,Chicago,COOK
27-1769505,"RWE Clean Energy Services, LLC",5,5,Chicago,COOK
26-3956837,"Anica Inc.",5,5,Naperville,DUPAGE
26-2135579,"Collaborate Solutions Inc.",5,5,"Chicago,Oak Brook,Wonder Lake","COOK,DUPAGE,MCHENRY"
26-1552131,"Hoerr Schaudt Landscape Architects, LLC",5,5,Chicago,COOK
26-0072915,"Barry Callebaut USA LLC",5,4,"Chicago,Romeoville","COOK,WILL"
22-3721259,"NB Ventures, Inc.",5,5,Chicago,COOK
22-2232264,"Aon Consulting, Inc.",5,5,"Buffalo Grove,Chicago,Bannockburn,Lincolnshire","LAKE,COOK"
22-2223346,"Foot Locker Corporate Services, Inc.",5,5,"Chicago,Naperville,Hoffman States,Hoffman Estates","COOK,DUPAGE"
20-4249751,"tekAssembly Corporation",5,5,"Vernon Hills,Libertyville,Chicago","LAKE,COOK"
20-3570200,"Cquent Systems Inc.",5,5,"Arlington Heights,Chicago,Skokie",COOK
20-2278027,"Astellas Pharma US, Inc.",5,4,Northbrook,COOK
20-1932740,"Progress Rail Locomotive Inc.",5,5,LaGrange,COOK
20-1391406,"Woolpert Inc",5,5,Chicago,COOK
20-1179151,"IT Resonance, Inc.",5,5,Naperville,DUPAGE
16-1636875,"Verinon Technology Solutions Ltd",5,5,"Arlington Heights",COOK
13-5381590,"BDO USA, P.C.",5,5,Chicago,COOK
13-3977880,"Live Nation Worldwide, Inc.",5,4,"Chicago,CHICAGO",COOK
04-2896127,"Staples, Inc.",5,5,Lincolnshire,LAKE
99-4605593,"SmartDW Inc",4,4,"LISLE,NAPERVILLE,Riverwoods","DUPAGE,LAKE"
94-3368779,"GSSR Inc",4,4,Waukegan,LAKE
94-1663305,"M. Arthur Gensler Jr. & Associates, Inc.",4,4,Chicago,COOK
93-4359579,"Elite IT Technologies LLC",4,4,"Chicago,Hoffman Estates",COOK
93-4094802,"Xylem Services USA LLC",4,4,"Morton Groove,Morton Grove",COOK
93-3191139,"Fortune Brands Innovations Group, Inc.",4,4,"Deerfield,Chicago","LAKE,COOK"
93-2816005,"ISAM Hybrid Information Systems LLC",4,4,Chicago,COOK
91-2183967,"Docusign, Inc.",4,4,"Chicago,Aurora,Roselle","COOK,WILL,DUPAGE"
90-1020290,"Deloitte Transactions and Business Analytics LLP",4,4,"Chicago,Park Ridge",COOK
88-3709826,"Saylani Welfare Trust USA",4,4,Chicago,COOK
88-3628054,"IT LAND LLC",4,2,"Prospect Heights",COOK
88-2527144,"50 STARS IT TECHNOLOGIES LLC",4,4,"STREAMWOOD,Streamwood",COOK
88-2408372,"Syenex, Inc",4,1,Evanston,COOK
88-0533597,"Allyd IT Solution LLC",4,4,SCHAUMBURG,COOK
87-4809603,"CARNEGIE HEALTH AND LIFE SCIENCES INC.",4,4,CHICAGO,COOK
87-2590934,"Uynite, Inc",4,4,Warenville,DUPAGE
86-3459489,"Xpand IT Solutions Inc",4,4,"Riverwoods,Chicago","LAKE,COOK"
86-2281127,"TEK AI LLC",4,4,"Lincolnshire,Schaumburg,Vernonhills","LAKE,COOK"
86-1275571,"Lactalis Cheese and Dairy Holding Inc.",4,4,"CHICAGO,Chicago",COOK
85-4223203,"BlueCloud Services, Inc.",4,2,"Chicago,Schaumburg",COOK
85-2237120,"IL Fantuan Ltd",4,4,Chicago,COOK
85-1180600,"FUGE TECHNOLOGIES, INC.",4,4,"AURORA,HAWTHORN WOODS,Skokie","DUPAGE,LAKE,COOK"
84-3881497,"Lessen LLC",4,4,Chicago,COOK
84-3786653,"Diyo Technologies LLC",4,3,Chicago,COOK
84-3489032,"Ahead, Inc.",4,4,"Naperville,Chicago,Boilingbrook","WILL,COOK"
84-3443670,"EFICENS SYSTEMS INC",4,4,"CHICAGO,ABBOTT PARK,NORTH AURORA","COOK,LAKE,KANE"
83-3780916,"LanzaJet, Inc.",4,4,Deerfield,LAKE
83-3304493,"Engineering Square, LLC",4,4,Chicago,COOK
83-2576653,"Smart Techlink Solutions, Inc",4,4,"Rolling Meadows,Chicago",COOK
83-2424427,"Sabanto, Inc.",4,4,Itasca,DUPAGE
83-1870421,"Vitesco Technologies USA, LLC",4,4,"Deer Park,Joliet,Chicago","LAKE,WILL,COOK"
83-1679013,"Source Cloud Technologies, Inc.",4,4,"Riverwoods,Chicago","LAKE,COOK"
83-1502624,"TEK INTERNATIONAL INC",4,4,"SCHAUMBURG,BUFFALO GROVE","COOK,LAKE"
83-0750249,"OPTIVENT GROUP INC",4,4,"lisle,Lisle",DUPAGE
82-4696126,"Topsys IT Solutions LLC",4,4,Chicago,COOK
82-2416002,"Prime S4 Technologies LLC",4,4,"Aurora,Schaumburg","DUPAGE,COOK"
82-0780268,"Peacock Colors Company",4,4,"Addison,Elgin","DUPAGE,KANE,COOK"
81-4949788,"BMR INFOTEK, INC",4,4,SCHAUMBURG,COOK
81-4440353,"RIA Advisory LLC",4,4,"Aurora,Downers Grove,Northbrook,Plainfield","DUPAGE,COOK,WILL"
81-4411723,"INFI USA INC",4,3,Chicago,COOK
81-4123561,"Majestic IT Services Inc",4,4,Chicago,COOK
81-2739607,"Reveal Data Corporation",4,4,Chicago,COOK
81-2678169,"Modak Analytics Limited",4,4,"Deer Park",LAKE
81-2082500,"Marketing Attribution, LLC",4,3,"Evanston,Chicago",COOK
81-1090117,"Senga Architects Inc.",4,4,Chicago,COOK
77-0560389,"Fortinet, Inc.",4,4,Chicago,COOK
77-0019522,"Adobe Inc.",4,4,Chicago,COOK
75-1082838,"HKS, Inc.",4,4,Chicago,COOK
65-1218462,"RELIABLE SOFTWARE RESOURCES",4,2,"Elgin,Vernon Hills","KANE,LAKE"
65-0000600,"Akkodis, Inc.",4,4,"Aurora,Waukegan,Bloomingdale","DUPAGE,LAKE,WILL"
61-1899386,"WEST SUBURBAN MEDICAL CENTER",4,4,"OAK PARK",COOK
59-0593886,"American Bankers Insurance Company of Florida",4,4,"Elk Grove Village,Schaumburg,Chicago",COOK
56-2059380,"Cotiviti, Inc.",4,4,"Aurora,Plainfield,Chicago","DUPAGE,WILL,COOK"
52-2228835,"GroupM Worldwide, LLC",4,4,Chicago,COOK
52-1631419,"Rio Tinto Services Inc.",4,4,Chicago,COOK
51-0377935,"ANDHUS TECHNOLOGIES INC",4,4,"ROSEMONT,OAKBROOK TERRACE","COOK,DUPAGE"
47-5222442,"DM LOGIC ASSOCIATES CORP.",4,4,SCHAUMBURG,COOK
47-4964396,"A Squared Businesses and Consulting",4,2,"Chicago,CHICAGO",COOK
47-4184186,"Arvy Consulting Inc",4,4,Naperville,WILL
47-3907925,"SpringML, Inc.",4,4,"NAPERVILLE,Naperville",DUPAGE
47-3298624,"Hewlett Packard Enterprise Company",4,4,"EVANSTON,AURORA,HAWTHORN WOODS,Hoffman Estates","COOK,DUPAGE,LAKE"
47-3071926,"GE GRID SOLUTIONS LLC",4,4,"OAKBROOK TERRACE",DUPAGE
47-2739181,"Bhuvi IT Solutions Inc",4,4,Schaumburg,COOK
47-1422221,"Streamvector, Inc.",4,4,"Aurora,Dupage",DUPAGE
47-0772478,"CSG Systems Inc. d/b/a CSG",4,4,"Elgin,Des Plaines,Schaumburg,Aurora","KANE,COOK,DUPAGE"
46-5764709,"NinjaTrader Group, LLC",4,4,"Palatine,Chicago,Lombard","COOK,DUPAGE"
46-4714601,"GP TECHNOLOGIES LLC",4,4,"Downers Grove",DUPAGE
46-3996386,"Midwest Goods, Inc.",4,4,Bensenville,DUPAGE
46-3804633,"Living the Language, LLC",4,4,Chicago,COOK
46-2972184,"Databricks, Inc.",4,4,Chicago,COOK
46-2863480,"e-Zest Solutions, Inc.",4,4,"Elk Grove Village",COOK
45-2453557,"BIG, NFP",4,2,Chicago,COOK
43-1723985,"Hellmuth, Obata & Kassabaum, Inc.",4,4,Chicago,COOK
43-1339079,"Clayco, Inc.",4,4,Chicago,COOK
43-0956142,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",4,4,CHICAGO,COOK
42-1631761,"NATSOFT CORPORATION",4,4,"ADDISON,RIVERWOODS","DUPAGE,LAKE"
38-4231640,"Zenobe Americas, Inc.",4,4,Naperville,DUPAGE
38-3659021,"Populus Group LLC",4,4,"Waukegan,Chicago","LAKE,COOK"
36-4789591,"Orion Systems Integrators LLC",4,4,Chicago,COOK
